"name","ID","CD34High_vs_CD34Low_p.adj","CD34High_vs_CD34Neg_p.adj","CD34Low_vs_CD34Neg_p.adj","CD34High_vs_CD34Low_significant","CD34High_vs_CD34Neg_significant","CD34Low_vs_CD34Neg_significant","significant","CD34High_vs_CD34Low_ratio","CD34High_vs_CD34Neg_ratio","CD34Low_vs_CD34Neg_ratio","CD34High_centered","CD34Low_centered","CD34Neg_centered"
"TOM1","O60784","9.09e-01","8.86e-01","9.12e-01",FALSE,FALSE,FALSE,FALSE,0.841,2.48,1.64,1.11,0.267,-1.37
"TPI1","P60174","9.22e-01","9.71e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-0.276,0.00558,0.281,-0.09,0.186,-0.0956
"TPM1","P09493","9.46e-01","8.38e-01","7.44e-01",FALSE,FALSE,FALSE,FALSE,0.15,-1.74,-1.89,-0.531,-0.681,1.21
"TPM2","CON__Q3SX28","9.53e-01","9.53e-01","9.33e-01",FALSE,FALSE,FALSE,FALSE,0.0302,-0.627,-0.657,-0.199,-0.229,0.428
"TPM3","P06753","8.39e-01","9.58e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,0.565,0.344,-0.221,0.303,-0.262,-0.0408
"TPM4","P67936","9.44e-01","9.71e-01","9.56e-01",FALSE,FALSE,FALSE,FALSE,0.173,-0.0047,-0.177,0.056,-0.117,0.0607
"TPP1","O14773","9.29e-01","8.78e-01","8.90e-01",FALSE,FALSE,FALSE,FALSE,0.318,1.41,1.09,0.576,0.258,-0.834
"TRIP10","Q15642","9.52e-01","9.61e-01","9.43e-01",FALSE,FALSE,FALSE,FALSE,-0.0986,0.772,0.871,0.225,0.323,-0.548
"TSN","Q15631","9.54e-01","9.66e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.000774,-0.293,-0.292,-0.0979,-0.0971,0.195
"TUBA1C","Q9BQE3","9.54e-01","9.30e-01","9.06e-01",FALSE,FALSE,FALSE,FALSE,0.011,0.833,0.822,0.281,0.27,-0.552
"TUBB","P07437","9.47e-01","9.39e-01","9.04e-01",FALSE,FALSE,FALSE,FALSE,-0.127,0.849,0.976,0.241,0.368,-0.608
"TUBB4A","P04350","8.76e-01","9.49e-01","8.57e-01",FALSE,FALSE,FALSE,FALSE,-0.963,1.06,2.02,0.0325,0.996,-1.03
"TUBB4B","P68371","9.43e-01","9.58e-01","9.32e-01",FALSE,FALSE,FALSE,FALSE,-0.169,0.445,0.614,0.0921,0.261,-0.353
"TWF1","Q12792","8.63e-01","9.65e-01","9.46e-01",FALSE,FALSE,FALSE,FALSE,0.763,0.298,-0.465,0.354,-0.409,0.0554
"TWF2","Q6IBS0","8.17e-01","9.66e-01","9.27e-01",FALSE,FALSE,FALSE,FALSE,-0.858,-0.209,0.648,-0.356,0.502,-0.146
"TXN","P10599","9.48e-01","9.61e-01","9.40e-01",FALSE,FALSE,FALSE,FALSE,0.14,-0.561,-0.7,-0.14,-0.28,0.42
"TXNDC17","Q9BRA2","8.05e-01","9.04e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,0.993,1.2,0.202,0.73,-0.264,-0.466
"TXNDC5","Q8NBS9","9.41e-01","9.40e-01","8.98e-01",FALSE,FALSE,FALSE,FALSE,0.177,-0.736,-0.913,-0.186,-0.363,0.549
"TXNRD1","Q16881","8.11e-01","9.70e-01","8.92e-01",FALSE,FALSE,FALSE,FALSE,-0.902,0.0818,0.984,-0.274,0.629,-0.355
"UBA1","P22314","7.38e-01","9.61e-01","9.17e-01",FALSE,FALSE,FALSE,FALSE,-2.37,-0.781,1.59,-1.05,1.32,-0.27
"UBA52","P62987","9.51e-01","9.14e-01","8.74e-01",FALSE,FALSE,FALSE,FALSE,0.0753,-1.41,-1.48,-0.444,-0.519,0.963
"UBE2L3","P68036","8.31e-01","9.69e-01","9.05e-01",FALSE,FALSE,FALSE,FALSE,-1.3,0.167,1.47,-0.378,0.923,-0.545
"UBR4","Q5T4S7","9.15e-01","9.55e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,0.49,0.637,0.147,0.376,-0.115,-0.261
"UCHL1","P09936","9.25e-01","9.41e-01","9.43e-01",FALSE,FALSE,FALSE,FALSE,-0.755,-1.76,-1,-0.838,-0.0829,0.92
"UGDH","O60701","9.45e-01","9.62e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,0.232,0.575,0.343,0.269,0.0372,-0.306
"UGGT1","Q9NYU2","9.12e-01","9.54e-01","9.56e-01",FALSE,FALSE,FALSE,FALSE,-0.369,-0.485,-0.117,-0.285,0.084,0.201
"UGP2","Q16851","7.93e-01","9.36e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-1.31,-1.08,0.229,-0.794,0.511,0.282
"USO1","O60763","9.44e-01","9.70e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-0.146,0.0708,0.216,-0.025,0.121,-0.0958
"USP5","P45974","7.48e-01","9.68e-01","8.95e-01",FALSE,FALSE,FALSE,FALSE,-1.65,-0.232,1.41,-0.626,1.02,-0.394
"VBP1","P61758","8.03e-01","9.54e-01","7.89e-01",FALSE,FALSE,FALSE,FALSE,-1.76,0.996,2.76,-0.255,1.51,-1.25
"VCAN","P13611","9.54e-01","9.61e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-0.0153,-0.477,-0.462,-0.164,-0.149,0.313
"VCL","P18206","9.25e-01","9.36e-01","9.39e-01",FALSE,FALSE,FALSE,FALSE,-0.303,-0.773,-0.471,-0.359,-0.056,0.415
"VCP","P55072","8.55e-01","9.63e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,-0.666,-0.319,0.348,-0.328,0.338,-0.00953
"VIM","P08670","9.32e-01","9.39e-01","8.84e-01",FALSE,FALSE,FALSE,FALSE,0.212,-0.612,-0.824,-0.133,-0.345,0.479
"VIT","Q6UXI7","9.21e-01","4.08e-01","2.18e-01",FALSE,FALSE,FALSE,FALSE,-0.529,3.66,4.19,1.04,1.57,-2.62
"VPS26A","O75436","8.08e-01","8.94e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-1.02,-1.32,-0.303,-0.782,0.24,0.543
"VPS35","Q96QK1","8.83e-01","9.38e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,-0.78,-1.14,-0.358,-0.639,0.141,0.499
"WARS","P23381","9.20e-01","9.71e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.12,-0.0263,1.09,-0.381,0.737,-0.355
"WDR1","O75083","7.87e-01","6.03e-01","8.80e-01",FALSE,FALSE,FALSE,FALSE,-1.07,-2.2,-1.13,-1.09,-0.0214,1.11
"XPO1","O14980","6.38e-01","9.71e-01","8.24e-01",FALSE,FALSE,FALSE,FALSE,-1.54,0.0149,1.55,-0.507,1.03,-0.522
"XRCC5","P13010","8.15e-01","9.54e-01","8.09e-01",FALSE,FALSE,FALSE,FALSE,-1.05,0.619,1.67,-0.143,0.904,-0.761
"XRCC6","P12956","8.01e-01","9.70e-01","8.86e-01",FALSE,FALSE,FALSE,FALSE,-1.06,0.0885,1.15,-0.324,0.737,-0.413
"XYLT1","Q86Y38","3.25e-01","9.20e-01","9.24e-01",FALSE,FALSE,FALSE,FALSE,-2.73,-1.6,1.13,-1.44,1.29,0.155
"YWHAB","P31946","8.92e-01","9.54e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-1.16,-1.18,-0.0233,-0.78,0.378,0.401
"YWHAE","P62258","6.48e-01","9.17e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,-1.93,-1.5,0.435,-1.15,0.79,0.355
"YWHAG","P61981","5.90e-01","8.94e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-2.66,-2.26,0.401,-1.64,1.02,0.62
"YWHAQ","P27348","8.46e-01","9.40e-01","7.96e-01",FALSE,FALSE,FALSE,FALSE,0.954,-1.05,-2,-0.0313,-0.985,1.02
"YWHAZ","P63104","8.69e-01","9.67e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,-0.525,-0.17,0.355,-0.231,0.293,-0.0616
"ZYX","Q15942","9.04e-01","9.40e-01","8.54e-01",FALSE,FALSE,FALSE,FALSE,-0.705,1.2,1.91,0.166,0.871,-1.04
